target,feature,rho,abs_rho,n,group,short
soc,cs_SAVI_ratio_summer,0.24655937602486658,0.24655937602486658,1085,Other,cs_SAVI_ratio_summer
soc,glcm_delta_nir_asm_spr2sum,0.1010414905895447,0.1010414905895447,1085,Texture (GLCM),delta_nir_asm_spr2sum
soc,glcm_delta_nir_contrast_spr2sum,-0.17077768643505142,0.17077768643505142,1085,Texture (GLCM),delta_nir_contrast_spr2sum
soc,glcm_delta_nir_ent_spr2sum,-0.08883305273024873,0.08883305273024873,1085,Texture (GLCM),delta_nir_ent_spr2sum
soc,glcm_delta_nir_idm_spr2sum,-0.019448316857853414,0.019448316857853414,1085,Texture (GLCM),delta_nir_idm_spr2sum
soc,glcm_delta_red_asm_spr2aut,0.18533566289477582,0.18533566289477582,1003,Texture (GLCM),delta_red_asm_spr2aut
soc,glcm_delta_red_contrast_spr2aut,-0.23957631915526914,0.23957631915526914,1003,Texture (GLCM),delta_red_contrast_spr2aut
soc,glcm_delta_red_ent_spr2aut,-0.1873529345491438,0.1873529345491438,1003,Texture (GLCM),delta_red_ent_spr2aut
soc,glcm_delta_red_idm_spr2aut,0.15762810519921078,0.15762810519921078,1003,Texture (GLCM),delta_red_idm_spr2aut
soc,glcm_ratio_asm_autumn,-0.11875519418309138,0.11875519418309138,1003,Texture (GLCM),ratio_asm_autumn
soc,glcm_ratio_asm_late_summer,-0.1655678456933659,0.1655678456933659,1085,Texture (GLCM),ratio_asm_late_summer
soc,glcm_ratio_asm_spring,0.074391569851228,0.074391569851228,1085,Texture (GLCM),ratio_asm_spring
soc,glcm_ratio_asm_summer,-0.37338572446249363,0.37338572446249363,1085,Texture (GLCM),ratio_asm_summer
soc,glcm_ratio_contrast_autumn,0.1322445141603502,0.1322445141603502,1003,Texture (GLCM),ratio_contrast_autumn
soc,glcm_ratio_contrast_late_summer,0.07608902822006543,0.07608902822006543,1085,Texture (GLCM),ratio_contrast_late_summer
soc,glcm_ratio_contrast_spring,-0.3131082337733554,0.3131082337733554,1085,Texture (GLCM),ratio_contrast_spring
soc,glcm_ratio_contrast_summer,0.3658166677896546,0.3658166677896546,1085,Texture (GLCM),ratio_contrast_summer
soc,glcm_ratio_ent_autumn,0.11639621037332305,0.11639621037332305,1003,Texture (GLCM),ratio_ent_autumn
soc,glcm_ratio_ent_late_summer,0.17229065358710724,0.17229065358710724,1085,Texture (GLCM),ratio_ent_late_summer
soc,glcm_ratio_ent_spring,-0.056320898783478054,0.056320898783478054,1085,Texture (GLCM),ratio_ent_spring
soc,glcm_ratio_ent_summer,0.37345679582116065,0.37345679582116065,1085,Texture (GLCM),ratio_ent_summer
soc,glcm_ratio_idm_autumn,-0.03154019854144476,0.03154019854144476,1003,Texture (GLCM),ratio_idm_autumn
soc,glcm_ratio_idm_late_summer,-0.10655150706826477,0.10655150706826477,1085,Texture (GLCM),ratio_idm_late_summer
soc,glcm_ratio_idm_spring,0.1205761985498498,0.1205761985498498,1085,Texture (GLCM),ratio_idm_spring
soc,glcm_ratio_idm_summer,-0.30388541801701374,0.30388541801701374,1085,Texture (GLCM),ratio_idm_summer
soc,s2_CIre_autumn,0.03984440417569909,0.03984440417569909,1003,Spectral,CIre_autumn
soc,s2_CIre_late_summer,0.07755661038492195,0.07755661038492195,1085,Spectral,CIre_late_summer
soc,s2_CIre_spring,-0.14947071337114126,0.14947071337114126,1085,Spectral,CIre_spring
soc,s2_CIre_summer,0.16125796664591546,0.16125796664591546,1085,Spectral,CIre_summer
soc,s2_IRECI_autumn,-0.011140660657702675,0.011140660657702675,1003,Spectral,IRECI_autumn
soc,s2_IRECI_late_summer,0.02907675584175336,0.02907675584175336,1085,Spectral,IRECI_late_summer
soc,s2_IRECI_spring,-0.2950623242333536,0.2950623242333536,1085,Spectral,IRECI_spring
soc,s2_IRECI_summer,0.09434713322894271,0.09434713322894271,1085,Spectral,IRECI_summer
soc,s2_MSI_autumn,0.06278028447996954,0.06278028447996954,1003,Spectral,MSI_autumn
soc,s2_MSI_late_summer,-0.01620157704691769,0.01620157704691769,1085,Spectral,MSI_late_summer
soc,s2_MSI_spring,-0.0032641245368458696,0.0032641245368458696,1085,Spectral,MSI_spring
soc,s2_MSI_summer,-0.06470370209641857,0.06470370209641857,1085,Spectral,MSI_summer
soc,s2_NBR_autumn,-0.08582158232339157,0.08582158232339157,1003,Spectral,NBR_autumn
soc,s2_NBR_late_summer,0.01933025872187828,0.01933025872187828,1085,Spectral,NBR_late_summer
soc,s2_NBR_spring,0.02672027199763085,0.02672027199763085,1085,Spectral,NBR_spring
soc,s2_NBR_summer,0.07155184987688368,0.07155184987688368,1085,Spectral,NBR_summer
soc,s2_NDMI_autumn,-0.06278028447996954,0.06278028447996954,1003,Spectral,NDMI_autumn
soc,s2_NDMI_late_summer,0.01620157704691769,0.01620157704691769,1085,Spectral,NDMI_late_summer
soc,s2_NDMI_spring,0.0032641245368458696,0.0032641245368458696,1085,Spectral,NDMI_spring
soc,s2_NDMI_summer,0.06470370209641857,0.06470370209641857,1085,Spectral,NDMI_summer
soc,s2_NDWI_autumn,0.02872243712509441,0.02872243712509441,1003,Spectral,NDWI_autumn
soc,s2_NDWI_late_summer,-0.11710095563202969,0.11710095563202969,1085,Spectral,NDWI_late_summer
soc,s2_NDWI_spring,0.17723390433982467,0.17723390433982467,1085,Spectral,NDWI_spring
soc,s2_NDWI_summer,-0.10538734644502362,0.10538734644502362,1085,Spectral,NDWI_summer
soc,s2_PSRI_autumn,-0.14112262930645303,0.14112262930645303,1003,Spectral,PSRI_autumn
soc,s2_PSRI_late_summer,0.06656906390678902,0.06656906390678902,1085,Spectral,PSRI_late_summer
soc,s2_PSRI_spring,-0.16198313119881108,0.16198313119881108,1085,Spectral,PSRI_spring
soc,s2_PSRI_summer,-0.2794041642283322,0.2794041642283322,1085,Spectral,PSRI_summer
soc,s2_RENDVI_autumn,0.00873727171851192,0.00873727171851192,1003,Spectral,RENDVI_autumn
soc,s2_RENDVI_late_summer,0.0694994741229248,0.0694994741229248,1085,Spectral,RENDVI_late_summer
soc,s2_RENDVI_spring,-0.126148085495829,0.126148085495829,1085,Spectral,RENDVI_spring
soc,s2_RENDVI_summer,0.15061306902439453,0.15061306902439453,1085,Spectral,RENDVI_summer
soc,s2_S2REP_autumn,-0.031119462916382675,0.031119462916382675,1003,Spectral,S2REP_autumn
soc,s2_S2REP_late_summer,0.21732154460796416,0.21732154460796416,1085,Spectral,S2REP_late_summer
soc,s2_S2REP_spring,-0.01546155295010103,0.01546155295010103,1085,Spectral,S2REP_spring
soc,s2_S2REP_summer,0.1383825169948799,0.1383825169948799,1085,Spectral,S2REP_summer
soc,ts_l8_GNDVI_cv,-0.036272428854477956,0.036272428854477956,1085,Temporal,ts_l8_GNDVI_cv
soc,ts_l8_GNDVI_mean,-0.01799264113768298,0.01799264113768298,1085,Temporal,ts_l8_GNDVI_mean
soc,ts_l8_GNDVI_slope,-0.19363254763405313,0.19363254763405313,1085,Temporal,ts_l8_GNDVI_slope
soc,ts_l8_GNDVI_std,-0.045806998782760296,0.045806998782760296,1085,Temporal,ts_l8_GNDVI_std
soc,ts_l8_NDVI_cv,-0.032453991603117106,0.032453991603117106,1085,Temporal,ts_l8_NDVI_cv
soc,ts_l8_NDVI_mean,0.015315026561310095,0.015315026561310095,1085,Temporal,ts_l8_NDVI_mean
soc,ts_l8_NDVI_slope,-0.17556867613365645,0.17556867613365645,1085,Temporal,ts_l8_NDVI_slope
soc,ts_l8_NDVI_std,-0.05364141587427269,0.05364141587427269,1085,Temporal,ts_l8_NDVI_std
soc,ts_l8_SAVI_cv,0.01990199848378925,0.01990199848378925,1085,Temporal,ts_l8_SAVI_cv
soc,ts_l8_SAVI_mean,-0.058560705508428845,0.058560705508428845,1085,Temporal,ts_l8_SAVI_mean
soc,ts_l8_SAVI_slope,-0.14045445938246393,0.14045445938246393,1085,Temporal,ts_l8_SAVI_slope
soc,ts_l8_SAVI_std,-0.030960424045948048,0.030960424045948048,1085,Temporal,ts_l8_SAVI_std
soc,ts_s2_BSI_cv,0.14670701219016005,0.14670701219016005,1085,Temporal,ts_s2_BSI_cv
soc,ts_s2_BSI_mean,-0.0028761916903732834,0.0028761916903732834,1085,Temporal,ts_s2_BSI_mean
soc,ts_s2_BSI_slope,-0.06651515103620212,0.06651515103620212,1085,Temporal,ts_s2_BSI_slope
soc,ts_s2_BSI_std,0.19502188817670665,0.19502188817670665,1085,Temporal,ts_s2_BSI_std
soc,ts_s2_CIre_cv,0.12301319666961028,0.12301319666961028,1085,Temporal,ts_s2_CIre_cv
soc,ts_s2_CIre_mean,0.15856506460837572,0.15856506460837572,1085,Temporal,ts_s2_CIre_mean
soc,ts_s2_CIre_slope,0.02726834464417646,0.02726834464417646,1085,Temporal,ts_s2_CIre_slope
soc,ts_s2_CIre_std,0.18961052192417316,0.18961052192417316,1085,Temporal,ts_s2_CIre_std
soc,ts_s2_Cl_Red_Edge_cv,0.11147582825684987,0.11147582825684987,1085,Temporal,ts_s2_Cl_Red_Edge_cv
soc,ts_s2_Cl_Red_Edge_mean,0.1694067853534279,0.1694067853534279,1085,Temporal,ts_s2_Cl_Red_Edge_mean
soc,ts_s2_Cl_Red_Edge_slope,0.0033239765226138742,0.0033239765226138742,1085,Temporal,ts_s2_Cl_Red_Edge_slope
soc,ts_s2_Cl_Red_Edge_std,0.1825964974311085,0.1825964974311085,1085,Temporal,ts_s2_Cl_Red_Edge_std
soc,ts_s2_EVI_cv,0.13163210363240682,0.13163210363240682,1085,Temporal,ts_s2_EVI_cv
soc,ts_s2_EVI_mean,0.16880585317105437,0.16880585317105437,1085,Temporal,ts_s2_EVI_mean
soc,ts_s2_EVI_slope,0.014976981341881253,0.014976981341881253,1085,Temporal,ts_s2_EVI_slope
soc,ts_s2_EVI_std,0.16586860568376,0.16586860568376,1085,Temporal,ts_s2_EVI_std
soc,ts_s2_GNDVI_cv,0.13206428124114303,0.13206428124114303,1085,Temporal,ts_s2_GNDVI_cv
soc,ts_s2_GNDVI_mean,0.05295888316479102,0.05295888316479102,1085,Temporal,ts_s2_GNDVI_mean
soc,ts_s2_GNDVI_slope,0.0008106116328288758,0.0008106116328288758,1085,Temporal,ts_s2_GNDVI_slope
soc,ts_s2_GNDVI_std,0.1759875506886735,0.1759875506886735,1085,Temporal,ts_s2_GNDVI_std
soc,ts_s2_IRECI_cv,0.1528043768116277,0.1528043768116277,1085,Temporal,ts_s2_IRECI_cv
soc,ts_s2_IRECI_mean,0.1282668448515389,0.1282668448515389,1085,Temporal,ts_s2_IRECI_mean
soc,ts_s2_IRECI_slope,0.02258070401401963,0.02258070401401963,1085,Temporal,ts_s2_IRECI_slope
soc,ts_s2_IRECI_std,0.1456707329899988,0.1456707329899988,1085,Temporal,ts_s2_IRECI_std
soc,ts_s2_MSI_cv,0.23299119230399476,0.23299119230399476,1085,Temporal,ts_s2_MSI_cv
soc,ts_s2_MSI_mean,0.036203741082941714,0.036203741082941714,1085,Temporal,ts_s2_MSI_mean
soc,ts_s2_MSI_slope,-0.027528490115315482,0.027528490115315482,1085,Temporal,ts_s2_MSI_slope
soc,ts_s2_MSI_std,0.25293332566353277,0.25293332566353277,1085,Temporal,ts_s2_MSI_std
soc,ts_s2_NBR_cv,0.06224969544173331,0.06224969544173331,1085,Temporal,ts_s2_NBR_cv
soc,ts_s2_NBR_mean,-0.0036637193038640756,0.0036637193038640756,1085,Temporal,ts_s2_NBR_mean
soc,ts_s2_NBR_slope,-0.04410691177941278,0.04410691177941278,1085,Temporal,ts_s2_NBR_slope
soc,ts_s2_NBR_std,0.26063700228047665,0.26063700228047665,1085,Temporal,ts_s2_NBR_std
soc,ts_s2_NDMI_cv,0.16071143168002244,0.16071143168002244,1085,Temporal,ts_s2_NDMI_cv
soc,ts_s2_NDMI_mean,0.006257245790238262,0.006257245790238262,1085,Temporal,ts_s2_NDMI_mean
soc,ts_s2_NDMI_slope,0.0152501054020146,0.0152501054020146,1085,Temporal,ts_s2_NDMI_slope
soc,ts_s2_NDMI_std,0.22356489954606865,0.22356489954606865,1085,Temporal,ts_s2_NDMI_std
soc,ts_s2_NDRE_cv,0.07769340283196714,0.07769340283196714,1085,Temporal,ts_s2_NDRE_cv
soc,ts_s2_NDRE_mean,0.08750524432599624,0.08750524432599624,1085,Temporal,ts_s2_NDRE_mean
soc,ts_s2_NDRE_slope,-0.0016234380900839562,0.0016234380900839562,1085,Temporal,ts_s2_NDRE_slope
soc,ts_s2_NDRE_std,0.13465565873651342,0.13465565873651342,1085,Temporal,ts_s2_NDRE_std
soc,ts_s2_NDVI_cv,0.12252986649164213,0.12252986649164213,1085,Temporal,ts_s2_NDVI_cv
soc,ts_s2_NDVI_mean,0.08704194161561027,0.08704194161561027,1085,Temporal,ts_s2_NDVI_mean
soc,ts_s2_NDVI_slope,0.017000808902439952,0.017000808902439952,1085,Temporal,ts_s2_NDVI_slope
soc,ts_s2_NDVI_std,0.14922544155108522,0.14922544155108522,1085,Temporal,ts_s2_NDVI_std
soc,ts_s2_NDWI_cv,0.19818949621387558,0.19818949621387558,1085,Temporal,ts_s2_NDWI_cv
soc,ts_s2_NDWI_mean,-0.01318582790575694,0.01318582790575694,1085,Temporal,ts_s2_NDWI_mean
soc,ts_s2_NDWI_slope,-0.09284759363988135,0.09284759363988135,1085,Temporal,ts_s2_NDWI_slope
soc,ts_s2_NDWI_std,0.22982403099362092,0.22982403099362092,1085,Temporal,ts_s2_NDWI_std
soc,ts_s2_PSRI_cv,0.22599626890821092,0.22599626890821092,1085,Temporal,ts_s2_PSRI_cv
soc,ts_s2_PSRI_mean,-0.3094341974317183,0.3094341974317183,1085,Temporal,ts_s2_PSRI_mean
soc,ts_s2_PSRI_slope,-0.045814727304757275,0.045814727304757275,1085,Temporal,ts_s2_PSRI_slope
soc,ts_s2_PSRI_std,0.18007587205530642,0.18007587205530642,1085,Temporal,ts_s2_PSRI_std
soc,ts_s2_RENDVI_cv,0.13221978448732166,0.13221978448732166,1085,Temporal,ts_s2_RENDVI_cv
soc,ts_s2_RENDVI_mean,0.07252172666574466,0.07252172666574466,1085,Temporal,ts_s2_RENDVI_mean
soc,ts_s2_RENDVI_slope,0.05725315969112437,0.05725315969112437,1085,Temporal,ts_s2_RENDVI_slope
soc,ts_s2_RENDVI_std,0.17881268855994847,0.17881268855994847,1085,Temporal,ts_s2_RENDVI_std
soc,ts_s2_S2REP_cv,0.10892000080959434,0.10892000080959434,1085,Temporal,ts_s2_S2REP_cv
soc,ts_s2_S2REP_mean,0.03330056709414474,0.03330056709414474,1085,Temporal,ts_s2_S2REP_mean
soc,ts_s2_S2REP_slope,0.04112921905880675,0.04112921905880675,1085,Temporal,ts_s2_S2REP_slope
soc,ts_s2_S2REP_std,0.10886068019359313,0.10886068019359313,1085,Temporal,ts_s2_S2REP_std
soc,ts_s2_SAVI_cv,0.12252986649164213,0.12252986649164213,1085,Temporal,ts_s2_SAVI_cv
soc,ts_s2_SAVI_mean,0.08704194161561027,0.08704194161561027,1085,Temporal,ts_s2_SAVI_mean
soc,ts_s2_SAVI_slope,0.017000808902439952,0.017000808902439952,1085,Temporal,ts_s2_SAVI_slope
soc,ts_s2_SAVI_std,0.14917408207681135,0.14917408207681135,1085,Temporal,ts_s2_SAVI_std
soc,ts_spectral_BSI_cv,0.14670701219016005,0.14670701219016005,1085,Temporal,ts_spectral_BSI_cv
soc,ts_spectral_BSI_mean,-0.0028761916903732834,0.0028761916903732834,1085,Temporal,ts_spectral_BSI_mean
soc,ts_spectral_BSI_slope,-0.06651515103620212,0.06651515103620212,1085,Temporal,ts_spectral_BSI_slope
soc,ts_spectral_BSI_std,0.19502188817670665,0.19502188817670665,1085,Temporal,ts_spectral_BSI_std
soc,ts_spectral_EVI_cv,0.13163210363240682,0.13163210363240682,1085,Temporal,ts_spectral_EVI_cv
soc,ts_spectral_EVI_mean,0.16880585317105437,0.16880585317105437,1085,Temporal,ts_spectral_EVI_mean
soc,ts_spectral_EVI_slope,0.014976981341881253,0.014976981341881253,1085,Temporal,ts_spectral_EVI_slope
soc,ts_spectral_EVI_std,0.16586860568376,0.16586860568376,1085,Temporal,ts_spectral_EVI_std
soc,ts_spectral_GNDVI_cv,0.13206428124114303,0.13206428124114303,1085,Temporal,ts_spectral_GNDVI_cv
soc,ts_spectral_GNDVI_mean,0.05295888316479102,0.05295888316479102,1085,Temporal,ts_spectral_GNDVI_mean
soc,ts_spectral_GNDVI_slope,0.0008106116328288758,0.0008106116328288758,1085,Temporal,ts_spectral_GNDVI_slope
soc,ts_spectral_GNDVI_std,0.1759875506886735,0.1759875506886735,1085,Temporal,ts_spectral_GNDVI_std
soc,ts_spectral_NDRE_cv,0.07769340283196714,0.07769340283196714,1085,Temporal,ts_spectral_NDRE_cv
soc,ts_spectral_NDRE_mean,0.08750524432599624,0.08750524432599624,1085,Temporal,ts_spectral_NDRE_mean
soc,ts_spectral_NDRE_slope,-0.0016234380900839562,0.0016234380900839562,1085,Temporal,ts_spectral_NDRE_slope
soc,ts_spectral_NDRE_std,0.13465565873651342,0.13465565873651342,1085,Temporal,ts_spectral_NDRE_std
soc,ts_spectral_NDVI_cv,0.12252986649164213,0.12252986649164213,1085,Temporal,ts_spectral_NDVI_cv
soc,ts_spectral_NDVI_mean,0.08704194161561027,0.08704194161561027,1085,Temporal,ts_spectral_NDVI_mean
soc,ts_spectral_NDVI_slope,0.017000808902439952,0.017000808902439952,1085,Temporal,ts_spectral_NDVI_slope
soc,ts_spectral_NDVI_std,0.14922544155108522,0.14922544155108522,1085,Temporal,ts_spectral_NDVI_std
soc,ts_spectral_SAVI_cv,0.12252986649164213,0.12252986649164213,1085,Temporal,ts_spectral_SAVI_cv
soc,ts_spectral_SAVI_mean,0.08704194161561027,0.08704194161561027,1085,Temporal,ts_spectral_SAVI_mean
soc,ts_spectral_SAVI_slope,0.017000808902439952,0.017000808902439952,1085,Temporal,ts_spectral_SAVI_slope
soc,ts_spectral_SAVI_std,0.14917408207681135,0.14917408207681135,1085,Temporal,ts_spectral_SAVI_std
soc,delta_l8_GNDVI_late_summer_to_autumn,-0.041471456544943816,0.041471456544943816,939,Temporal,delta_l8_GNDVI_late_summer_to_autumn
soc,delta_l8_GNDVI_spring_to_autumn,-0.16646817581907306,0.16646817581907306,939,Temporal,delta_l8_GNDVI_spring_to_autumn
soc,delta_l8_GNDVI_spring_to_summer,-0.02407626068102369,0.02407626068102369,1085,Temporal,delta_l8_GNDVI_spring_to_summer
soc,delta_l8_GNDVI_summer_to_late_summer,0.006456396595491306,0.006456396595491306,1085,Temporal,delta_l8_GNDVI_summer_to_late_summer
soc,delta_l8_NDVI_late_summer_to_autumn,-0.04593872288239341,0.04593872288239341,939,Temporal,delta_l8_NDVI_late_summer_to_autumn
soc,delta_l8_NDVI_spring_to_autumn,-0.14522698161502487,0.14522698161502487,939,Temporal,delta_l8_NDVI_spring_to_autumn
soc,delta_l8_NDVI_spring_to_summer,-0.030788180300921626,0.030788180300921626,1085,Temporal,delta_l8_NDVI_spring_to_summer
soc,delta_l8_NDVI_summer_to_late_summer,-0.025756404859760725,0.025756404859760725,1085,Temporal,delta_l8_NDVI_summer_to_late_summer
soc,delta_l8_SAVI_late_summer_to_autumn,0.009437865165222947,0.009437865165222947,939,Temporal,delta_l8_SAVI_late_summer_to_autumn
soc,delta_l8_SAVI_spring_to_autumn,-0.07912788751125392,0.07912788751125392,939,Temporal,delta_l8_SAVI_spring_to_autumn
soc,delta_l8_SAVI_spring_to_summer,-0.04654781758303349,0.04654781758303349,1085,Temporal,delta_l8_SAVI_spring_to_summer
soc,delta_l8_SAVI_summer_to_late_summer,0.008054808580275347,0.008054808580275347,1085,Temporal,delta_l8_SAVI_summer_to_late_summer
soc,delta_s2_BSI_late_summer_to_autumn,-0.030790347097228023,0.030790347097228023,1003,Temporal,delta_s2_BSI_late_summer_to_autumn
soc,delta_s2_BSI_spring_to_autumn,-0.0780420655555174,0.0780420655555174,1003,Temporal,delta_s2_BSI_spring_to_autumn
soc,delta_s2_BSI_spring_to_summer,-0.099841816379955,0.099841816379955,1085,Temporal,delta_s2_BSI_spring_to_summer
soc,delta_s2_BSI_summer_to_late_summer,0.10184056140656596,0.10184056140656596,1085,Temporal,delta_s2_BSI_summer_to_late_summer
soc,delta_s2_Cl_Red_Edge_late_summer_to_autumn,-0.10398244096449076,0.10398244096449076,1003,Temporal,delta_s2_Cl_Red_Edge_late_summer_to_autumn
soc,delta_s2_Cl_Red_Edge_spring_to_autumn,0.05201622515348147,0.05201622515348147,1003,Temporal,delta_s2_Cl_Red_Edge_spring_to_autumn
soc,delta_s2_Cl_Red_Edge_spring_to_summer,0.16397583836010732,0.16397583836010732,1085,Temporal,delta_s2_Cl_Red_Edge_spring_to_summer
soc,delta_s2_Cl_Red_Edge_summer_to_late_summer,-0.057920461368086984,0.057920461368086984,1085,Temporal,delta_s2_Cl_Red_Edge_summer_to_late_summer
soc,delta_s2_EVI_late_summer_to_autumn,0.0027958534969349303,0.0027958534969349303,1003,Temporal,delta_s2_EVI_late_summer_to_autumn
soc,delta_s2_EVI_spring_to_autumn,0.053264443817656666,0.053264443817656666,1003,Temporal,delta_s2_EVI_spring_to_autumn
soc,delta_s2_EVI_spring_to_summer,0.1858491669524507,0.1858491669524507,1085,Temporal,delta_s2_EVI_spring_to_summer
soc,delta_s2_EVI_summer_to_late_summer,-0.14657653975166862,0.14657653975166862,1085,Temporal,delta_s2_EVI_summer_to_late_summer
soc,delta_s2_GNDVI_late_summer_to_autumn,-0.26700251638540884,0.26700251638540884,1003,Temporal,delta_s2_GNDVI_late_summer_to_autumn
soc,delta_s2_GNDVI_spring_to_autumn,0.061086865702538413,0.061086865702538413,1003,Temporal,delta_s2_GNDVI_spring_to_autumn
soc,delta_s2_GNDVI_spring_to_summer,0.1271853568997141,0.1271853568997141,1085,Temporal,delta_s2_GNDVI_spring_to_summer
soc,delta_s2_GNDVI_summer_to_late_summer,0.09615782038198094,0.09615782038198094,1085,Temporal,delta_s2_GNDVI_summer_to_late_summer
soc,delta_s2_NDRE_late_summer_to_autumn,-0.13035714734914297,0.13035714734914297,1003,Temporal,delta_s2_NDRE_late_summer_to_autumn
soc,delta_s2_NDRE_spring_to_autumn,0.025650846226980068,0.025650846226980068,1003,Temporal,delta_s2_NDRE_spring_to_autumn
soc,delta_s2_NDRE_spring_to_summer,0.1343587500013318,0.1343587500013318,1085,Temporal,delta_s2_NDRE_spring_to_summer
soc,delta_s2_NDRE_summer_to_late_summer,-0.022524331794866043,0.022524331794866043,1085,Temporal,delta_s2_NDRE_summer_to_late_summer
soc,delta_s2_NDVI_late_summer_to_autumn,-0.08899909671722596,0.08899909671722596,1003,Temporal,delta_s2_NDVI_late_summer_to_autumn
soc,delta_s2_NDVI_spring_to_autumn,0.05638551726816891,0.05638551726816891,1003,Temporal,delta_s2_NDVI_spring_to_autumn
soc,delta_s2_NDVI_spring_to_summer,0.15509474509007629,0.15509474509007629,1085,Temporal,delta_s2_NDVI_spring_to_summer
soc,delta_s2_NDVI_summer_to_late_summer,-0.04391441485221298,0.04391441485221298,1085,Temporal,delta_s2_NDVI_summer_to_late_summer
soc,delta_s2_SAVI_late_summer_to_autumn,-0.08899909671722596,0.08899909671722596,1003,Temporal,delta_s2_SAVI_late_summer_to_autumn
soc,delta_s2_SAVI_spring_to_autumn,0.05638551726816891,0.05638551726816891,1003,Temporal,delta_s2_SAVI_spring_to_autumn
soc,delta_s2_SAVI_spring_to_summer,0.15509474509007629,0.15509474509007629,1085,Temporal,delta_s2_SAVI_spring_to_summer
soc,delta_s2_SAVI_summer_to_late_summer,-0.04391441485221298,0.04391441485221298,1085,Temporal,delta_s2_SAVI_summer_to_late_summer
soc,delta_spectral_BSI_late_summer_to_autumn,-0.030790347097228023,0.030790347097228023,1003,Temporal,delta_spectral_BSI_late_summer_to_autumn
soc,delta_spectral_BSI_spring_to_autumn,-0.0780420655555174,0.0780420655555174,1003,Temporal,delta_spectral_BSI_spring_to_autumn
soc,delta_spectral_BSI_spring_to_summer,-0.099841816379955,0.099841816379955,1085,Temporal,delta_spectral_BSI_spring_to_summer
soc,delta_spectral_BSI_summer_to_late_summer,0.10184056140656596,0.10184056140656596,1085,Temporal,delta_spectral_BSI_summer_to_late_summer
soc,delta_spectral_EVI_late_summer_to_autumn,0.0027958534969349303,0.0027958534969349303,1003,Temporal,delta_spectral_EVI_late_summer_to_autumn
soc,delta_spectral_EVI_spring_to_autumn,0.053264443817656666,0.053264443817656666,1003,Temporal,delta_spectral_EVI_spring_to_autumn
soc,delta_spectral_EVI_spring_to_summer,0.1858491669524507,0.1858491669524507,1085,Temporal,delta_spectral_EVI_spring_to_summer
soc,delta_spectral_EVI_summer_to_late_summer,-0.14657653975166862,0.14657653975166862,1085,Temporal,delta_spectral_EVI_summer_to_late_summer
soc,delta_spectral_GNDVI_late_summer_to_autumn,-0.26700251638540884,0.26700251638540884,1003,Temporal,delta_spectral_GNDVI_late_summer_to_autumn
soc,delta_spectral_GNDVI_spring_to_autumn,0.061086865702538413,0.061086865702538413,1003,Temporal,delta_spectral_GNDVI_spring_to_autumn
soc,delta_spectral_GNDVI_spring_to_summer,0.1271853568997141,0.1271853568997141,1085,Temporal,delta_spectral_GNDVI_spring_to_summer
soc,delta_spectral_GNDVI_summer_to_late_summer,0.09615782038198094,0.09615782038198094,1085,Temporal,delta_spectral_GNDVI_summer_to_late_summer
soc,delta_spectral_NDRE_late_summer_to_autumn,-0.13035714734914297,0.13035714734914297,1003,Temporal,delta_spectral_NDRE_late_summer_to_autumn
soc,delta_spectral_NDRE_spring_to_autumn,0.025650846226980068,0.025650846226980068,1003,Temporal,delta_spectral_NDRE_spring_to_autumn
soc,delta_spectral_NDRE_spring_to_summer,0.1343587500013318,0.1343587500013318,1085,Temporal,delta_spectral_NDRE_spring_to_summer
soc,delta_spectral_NDRE_summer_to_late_summer,-0.022524331794866043,0.022524331794866043,1085,Temporal,delta_spectral_NDRE_summer_to_late_summer
soc,delta_spectral_NDVI_late_summer_to_autumn,-0.08899909671722596,0.08899909671722596,1003,Temporal,delta_spectral_NDVI_late_summer_to_autumn
soc,delta_spectral_NDVI_spring_to_autumn,0.05638551726816891,0.05638551726816891,1003,Temporal,delta_spectral_NDVI_spring_to_autumn
soc,delta_spectral_NDVI_spring_to_summer,0.15509474509007629,0.15509474509007629,1085,Temporal,delta_spectral_NDVI_spring_to_summer
soc,delta_spectral_NDVI_summer_to_late_summer,-0.04391441485221298,0.04391441485221298,1085,Temporal,delta_spectral_NDVI_summer_to_late_summer
soc,delta_spectral_SAVI_late_summer_to_autumn,-0.08899909671722596,0.08899909671722596,1003,Temporal,delta_spectral_SAVI_late_summer_to_autumn
soc,delta_spectral_SAVI_spring_to_autumn,0.05638551726816891,0.05638551726816891,1003,Temporal,delta_spectral_SAVI_spring_to_autumn
soc,delta_spectral_SAVI_spring_to_summer,0.15509474509007629,0.15509474509007629,1085,Temporal,delta_spectral_SAVI_spring_to_summer
soc,delta_spectral_SAVI_summer_to_late_summer,-0.04391441485221298,0.04391441485221298,1085,Temporal,delta_spectral_SAVI_summer_to_late_summer
soc,range_l8_GNDVI,-0.009721767264976124,0.009721767264976124,1085,Other,range_l8_GNDVI
soc,range_l8_NDVI,-0.03216624782081589,0.03216624782081589,1085,Other,range_l8_NDVI
soc,range_l8_SAVI,-0.030870316900183863,0.030870316900183863,1085,Other,range_l8_SAVI
soc,range_s2_BSI,0.1845830162506959,0.1845830162506959,1085,Other,range_s2_BSI
soc,range_s2_Cl_Red_Edge,0.16916512496683117,0.16916512496683117,1085,Other,range_s2_Cl_Red_Edge
soc,range_s2_EVI,0.15592884044516517,0.15592884044516517,1085,Other,range_s2_EVI
